Week,AInfluenza,AcuteBronchitis,BodyTemperature,BraunThermoscan,BreakAFever,Bronchitis,ChestCold,ColdAndFlu,ColdOrFlu,ColdVersusFlu,ColdVsFlu,ContagiousFlu,CoughFever,CureFlu,CureTheFlu,DangerousFever,DoIHaveTheFlu,EarThermometer,EarlyFluSymptoms,Expectorant,ExposedToFlu,FeverCough,FeverFlu,FeverReducer,FightTheFlu,FluAndCold,FluAndFever,FluCare,FluChildren,FluComplications,FluContagiousPeriod,FluContagious,FluCough,FluDuration,FluFever,FluGerms,FluHeadache,FluHowLong,FluInChildren,FluIncubationPeriod,FluIncubation,FluLasts,FluLength,FluMedicine,FluOrCold,FluRecovery,FluRelief,FluRemedies,FluRemedy,FluReport,FluReports,FluSymptoms,FluTest,FluTreatment,FluTreatments,FluVersusCold,FluVsCold,GetOverTheFlu,GetRidOfTheFlu,HavingTheFlu,HighFever,HowLongContagious,HowLongDoesFluLast,HowLongDoesTheFluLast,HowLongFlu,HowLongIsFluContagious,HowLongIsTheFluContagious,HowLongIsTheFlu,HowToGetRidOfTheFlu,HowToTreatFlu,HowToTreatTheFlu,HumanTemperature,IHaveTheFlu,IncubationPeriodForFlu,IncubationPeriodForTheFlu,InfluenzaAAndB,InfluenzaA,InfluenzaContagious,InfluenzaIncubationPeriod,InfluenzaIncubation,InfluenzaSymptoms,InfluenzaTreatment,InfluenzaTypeA,IsFluContagious,LowBody,MedicineForFlu,MedicineForTheFlu,NormalBodyTemperature,NormalBody,Oscillococcinum,OverTheCounterFluMedicine,OverTheCounterFlu,PainfulCough,Pneumonia,RapidFlu,ReduceAFever,ReduceFever,RemediesForFlu,RemediesForTheFlu,RespiratoryFlu,Robitussin,SignsOfFlu,SignsOfTheFlu,SinusInfections,Sinus,StrepThroat,Strep,SymptomsOfBronchitis,SymptomsOfFlu,SymptomsOfInfluenza,SymptomsOfPneumonia,SymptomsOfTheFlu,TakingTemperature,Tessalon,TheFluVirus,TheFlu,Thermoscan,TreatFlu,TreatTheFlu,TreatingFlu,TreatingTheFlu,TreatmentForFlu,TreatmentForTheFlu,Tussin,Tussionex,TypeAInfluenza,UpperRespiratory,WalkingPneumonia,WhatToDoIfYouHaveTheFlu,FluVisits
2013-10-28/2013-11-03,8,49,64,38,27,46,39,31,20,9,17,7,33,3,6,35,13,50,11,44,6,33,18,45,12,32,24,14,7,5,2,7,19,6,18,12,25,14,7,1,1,5,6,16,20,6,24,19,21,2,1,3,5,5,4,9,17,15,18,20,54,22,15,12,14,5,4,8,17,15,11,69,19,2,3,8,8,4,3,2,9,12,8,6,73,21,16,42,69,26,15,14,25,61,9,44,35,19,10,8,38,6,9,24,63,64,68,50,2,12,40,5,46,45,7,6,37,12,14,8,10,6,12,38,27,8,64,57,11,108
2013-11-04/2013-11-10,8,50,65,35,27,50,50,36,21,13,18,6,37,3,6,37,14,46,11,46,13,37,18,39,8,36,24,12,8,4,4,6,17,7,18,6,24,13,7,1,1,5,4,19,21,7,30,23,17,3,1,3,4,5,5,13,18,16,21,19,55,22,14,11,13,4,4,7,24,15,14,74,20,2,4,10,8,2,4,3,9,17,7,6,75,26,18,44,69,27,16,16,22,61,7,33,34,23,16,7,43,6,11,23,67,69,72,50,2,15,42,5,47,43,9,6,32,14,15,8,5,7,19,36,29,7,62,56,12,129
2013-11-11/2013-11-17,8,53,62,32,31,50,53,35,21,8,15,8,35,4,5,35,12,53,13,52,10,35,17,37,13,35,24,11,8,4,5,8,18,9,17,8,29,13,7,1,1,8,5,19,21,8,24,26,22,3,1,3,5,6,6,8,15,17,19,22,51,24,15,12,13,7,7,9,23,16,14,67,18,2,4,12,8,7,4,3,10,17,5,7,77,22,16,40,68,29,22,14,19,63,8,35,37,23,21,7,45,7,11,27,67,71,73,51,2,15,42,5,47,44,9,6,31,12,16,9,7,7,14,50,31,5,63,61,10,144
2013-11-18/2013-11-24,9,53,64,34,28,51,51,33,18,14,17,9,39,3,6,41,10,48,13,48,11,39,19,32,10,33,27,10,7,6,4,9,18,9,19,13,28,14,6,2,1,17,8,19,18,10,22,27,15,3,1,3,5,5,6,14,17,13,20,21,54,23,16,11,14,6,6,9,17,18,17,73,19,3,5,11,9,5,6,4,10,19,11,8,74,26,28,42,70,31,24,18,28,66,9,38,38,25,14,9,44,7,11,25,64,69,74,55,2,13,41,5,43,52,8,6,33,14,17,10,11,8,19,40,36,11,61,66,9,203
2013-11-25/2013-12-01,8,48,51,27,30,45,52,33,23,4,14,10,34,4,7,39,10,43,11,54,12,35,16,40,14,33,23,9,5,4,4,10,17,8,16,10,23,14,5,2,2,13,6,14,23,9,26,28,23,2,1,3,4,4,3,4,14,20,23,18,48,28,16,15,14,11,11,13,21,17,17,63,16,2,4,9,8,5,7,4,9,10,6,12,61,20,21,31,52,26,25,16,26,58,6,43,41,27,18,8,41,6,10,23,60,65,67,50,2,12,43,5,60,47,8,5,28,16,21,9,14,5,11,54,32,6,53,56,7,258
2013-12-02/2013-12-08,12,53,64,30,40,57,54,38,26,10,19,11,42,4,7,46,16,48,15,56,14,42,19,43,12,38,28,12,6,3,5,11,24,9,19,12,34,17,6,3,3,15,6,23,26,7,32,31,25,3,1,3,5,6,6,10,19,23,26,24,55,26,22,18,17,9,10,15,24,18,18,81,24,4,7,12,12,7,6,7,11,24,17,11,71,33,29,39,66,28,30,22,24,66,10,53,48,33,22,11,47,9,14,25,67,71,74,57,3,15,50,7,40,57,9,7,33,19,24,10,17,10,18,46,30,17,69,63,13,365
2013-12-09/2013-12-15,13,53,66,33,38,55,59,38,25,13,18,14,44,4,7,45,18,47,17,48,16,44,20,41,13,38,29,10,8,4,7,14,23,11,20,14,28,18,8,4,3,8,6,25,25,10,30,33,29,3,1,3,6,6,6,13,18,25,25,22,58,27,23,19,18,13,13,15,27,20,26,80,26,6,14,10,13,7,8,5,11,20,18,14,72,26,24,43,63,38,33,19,46,69,9,43,41,37,31,9,47,9,16,22,65,68,72,54,3,17,52,6,50,53,9,7,29,19,28,9,9,10,24,40,36,18,67,66,18,492
2013-12-16/2013-12-22,21,52,60,39,61,61,63,45,30,16,28,25,56,7,13,51,20,67,17,54,33,56,32,57,17,45,41,13,8,5,14,24,34,20,32,16,40,30,10,6,5,13,11,30,30,19,54,47,34,4,1,5,8,9,6,16,28,35,42,34,72,40,39,32,30,24,24,28,45,30,37,61,34,12,18,19,21,15,14,16,19,32,35,24,71,41,47,46,60,42,52,31,49,72,15,57,73,43,39,13,48,13,19,27,68,76,77,55,4,22,58,8,41,62,11,9,37,28,40,15,21,12,28,51,37,35,67,69,15,989
2013-12-23/2013-12-29,32,71,56,39,89,72,89,57,50,18,39,46,85,8,14,75,27,67,22,77,54,85,43,75,29,57,52,21,7,8,37,46,48,31,43,33,50,51,9,12,10,25,14,42,50,20,55,71,66,5,3,7,9,13,7,18,39,55,71,49,81,59,58,52,51,42,40,45,71,45,43,50,43,19,25,23,32,26,23,23,28,29,52,41,60,47,42,46,56,53,70,47,72,80,19,87,87,69,54,17,60,15,23,28,73,79,79,69,6,30,72,12,48,69,16,13,35,38,50,26,24,17,31,56,46,52,84,82,29,1735
2013-12-30/2014-01-05,35,81,66,40,78,81,93,71,55,32,46,39,74,10,20,73,38,74,28,91,48,74,49,82,28,71,56,24,7,12,33,39,58,33,49,36,56,54,7,10,9,26,18,51,55,29,63,83,62,10,2,9,10,14,13,32,46,66,67,61,78,49,66,61,54,38,39,47,64,59,63,69,53,18,26,31,35,22,26,17,42,32,46,38,78,60,56,54,63,63,85,59,78,93,19,92,87,83,63,27,66,21,30,34,88,78,79,83,8,48,83,15,51,77,19,16,43,48,61,27,36,18,36,58,54,46,90,92,30,1705
2014-01-06/2014-01-12,38,91,75,36,54,79,90,74,59,29,47,33,61,10,17,66,38,59,35,78,46,61,47,68,33,74,60,31,10,23,27,33,56,35,47,36,55,54,10,10,8,15,18,46,59,30,60,59,48,12,4,10,14,14,13,29,47,53,53,66,71,44,62,59,54,31,32,43,51,43,45,91,59,15,20,33,38,22,27,22,41,39,51,33,85,56,47,57,71,63,58,40,58,98,29,75,72,62,44,25,63,23,36,31,83,70,73,76,9,44,80,17,54,73,19,18,45,41,53,25,26,19,19,62,43,51,82,91,31,1463
2014-01-13/2014-01-19,38,77,77,39,46,66,63,62,49,26,41,33,61,7,13,71,38,70,37,70,59,61,47,58,34,62,63,26,11,22,23,33,58,31,47,39,60,51,11,10,8,26,23,41,49,25,52,58,43,10,2,10,13,14,11,26,41,48,54,63,76,41,59,56,51,32,30,42,52,46,53,82,58,15,21,37,38,20,28,18,37,44,44,34,87,46,47,62,82,52,43,34,55,87,23,80,62,53,50,24,53,25,45,27,77,71,74,62,8,46,69,17,52,72,22,17,41,41,53,31,37,22,42,52,41,44,77,80,40,1446
2014-01-20/2014-01-26,36,68,77,42,49,63,67,59,52,20,44,27,63,7,12,60,33,66,33,66,41,63,43,61,36,59,50,21,10,17,20,27,55,28,43,28,54,42,10,8,7,24,20,37,52,27,52,55,44,8,2,8,12,12,8,20,44,43,51,52,70,38,56,50,42,24,26,35,45,41,36,82,46,14,21,36,36,22,20,16,36,28,41,27,84,49,49,60,75,47,44,39,53,82,19,75,64,58,47,17,54,23,41,29,79,71,75,62,8,44,70,17,51,62,19,15,37,38,45,24,27,15,32,52,38,41,73,72,34,1370
2014-01-27/2014-02-02,27,70,75,44,46,60,65,56,48,25,36,23,55,6,10,59,27,57,23,68,29,56,34,60,22,56,45,16,7,12,15,23,40,21,34,26,47,34,8,6,5,22,9,30,48,20,49,44,37,7,2,7,13,11,8,26,36,37,39,43,65,35,41,42,34,22,24,29,32,29,30,88,41,10,11,29,27,15,13,14,31,30,27,23,84,41,40,58,77,53,25,25,54,80,23,74,56,47,30,18,51,18,31,32,80,73,79,63,6,35,66,13,47,65,16,12,41,30,38,19,22,14,26,53,35,27,73,70,30,1160
2014-02-03/2014-02-09,23,65,71,40,40,57,58,49,39,14,32,18,49,6,10,47,22,59,23,64,26,50,30,50,17,49,46,13,5,9,9,18,34,17,30,20,38,27,5,5,4,19,10,26,39,20,49,33,33,4,1,5,8,8,6,14,32,20,34,35,61,32,36,36,27,20,16,24,31,30,30,82,34,9,10,18,23,14,14,12,24,21,27,19,86,30,26,51,72,42,22,20,37,73,12,40,46,31,25,16,47,13,22,28,76,75,79,58,5,26,59,10,48,58,12,9,34,26,33,16,21,9,17,40,33,27,70,64,28,910
2014-02-10/2014-02-16,20,58,67,36,39,54,56,42,31,16,29,15,47,4,7,54,18,59,17,62,20,47,25,52,19,42,38,10,4,8,7,15,29,13,25,10,33,22,5,3,3,12,8,22,31,17,33,31,28,3,1,4,7,7,6,16,29,26,33,25,55,30,31,28,22,15,14,17,26,22,27,72,24,6,8,20,20,12,12,10,19,24,17,15,82,29,27,48,70,38,19,18,35,69,10,61,42,32,18,12,42,10,16,30,77,75,78,51,4,24,57,8,38,49,10,7,30,18,28,15,12,9,22,42,34,17,62,63,25,720
2014-02-17/2014-02-23,16,58,66,31,40,55,52,40,31,14,22,14,47,4,8,47,17,61,13,61,19,47,24,49,12,40,36,9,4,7,7,14,23,16,24,13,29,19,4,3,3,15,9,21,31,16,31,25,29,3,1,4,5,7,4,14,22,18,33,27,58,28,25,22,19,13,12,17,27,26,20,70,27,6,9,14,16,9,9,7,19,20,19,13,81,26,21,49,72,28,15,17,31,68,9,42,48,31,18,11,41,8,13,33,80,77,80,53,3,18,55,7,48,52,10,7,30,18,20,9,7,9,17,43,29,19,64,61,27,566
2014-02-24/2014-03-02,14,61,71,32,32,53,53,36,25,11,18,12,44,4,7,52,15,51,16,54,9,44,21,46,9,36,26,7,4,7,8,12,24,11,21,12,33,16,4,3,2,12,8,21,25,11,37,23,23,4,2,3,5,6,4,11,18,20,22,24,55,27,22,20,16,10,9,12,21,16,19,72,20,5,9,7,14,6,8,7,13,23,12,11,84,27,24,53,74,26,17,14,42,67,7,40,41,23,17,11,42,8,11,34,80,77,81,51,3,20,56,7,45,48,10,6,35,17,21,10,13,8,17,40,28,12,66,60,14,434
2014-03-03/2014-03-09,11,56,64,28,32,50,53,34,23,6,14,10,42,4,7,42,16,59,13,51,14,42,16,44,9,34,27,6,3,3,6,10,16,11,16,11,21,14,4,2,2,11,7,18,23,11,36,21,20,3,1,3,4,5,5,6,14,15,20,18,54,26,18,16,14,9,7,11,23,16,17,70,20,4,5,15,11,7,9,7,13,15,11,10,78,24,22,48,71,26,18,13,37,63,7,44,41,26,14,8,39,7,11,32,76,76,81,44,3,18,51,6,47,47,9,5,33,12,15,7,10,8,15,41,31,11,65,57,18,374
2014-03-10/2014-03-16,11,59,63,32,35,48,52,32,23,10,12,10,45,4,6,38,13,58,8,52,8,45,18,41,8,32,26,7,2,5,5,10,19,9,18,13,21,14,3,2,2,12,5,16,23,9,30,23,18,2,0,3,4,5,2,10,12,18,26,24,58,26,20,16,14,9,9,14,26,15,16,70,17,2,8,8,11,6,7,4,13,19,9,11,81,21,18,49,68,21,19,14,35,61,5,48,42,24,18,8,39,6,10,35,77,80,84,47,2,16,49,5,47,41,7,5,39,14,17,9,12,8,19,35,24,9,55,53,12,347
2014-03-17/2014-03-23,9,62,62,45,30,51,49,28,19,6,12,9,40,4,5,38,13,50,12,54,9,40,17,49,9,28,27,6,2,3,5,9,15,7,17,9,20,13,3,2,2,10,5,17,19,11,31,22,22,3,1,2,4,5,3,6,12,21,21,21,59,26,17,14,13,9,7,8,24,13,17,71,16,3,7,10,9,5,10,6,12,14,10,8,80,22,14,43,70,23,7,10,34,61,5,56,47,27,18,6,36,7,10,32,74,77,82,50,2,15,48,5,40,50,9,5,38,13,16,6,8,7,13,32,30,10,63,54,17,307
2014-03-24/2014-03-30,10,69,65,37,35,51,46,27,18,4,12,9,42,3,7,44,15,53,9,49,11,42,15,41,12,27,24,7,3,4,4,9,14,9,15,9,20,14,3,2,2,7,4,18,18,15,30,20,20,2,1,2,4,5,4,4,12,15,17,20,57,26,19,13,14,8,8,10,17,17,13,74,18,3,9,12,10,5,6,5,11,24,9,9,80,23,20,48,72,23,14,13,51,60,9,49,42,18,16,8,40,6,9,31,76,78,85,48,2,14,47,5,45,47,9,5,33,16,16,8,12,6,9,38,28,9,67,50,11,322
2014-03-31/2014-04-06,11,64,63,33,28,51,42,26,17,7,12,9,47,3,6,42,12,46,11,46,10,47,18,45,7,26,22,6,2,3,4,9,15,9,18,10,21,13,3,2,2,10,5,16,17,11,31,20,16,2,0,2,3,4,4,7,12,20,22,16,62,25,19,14,13,8,8,10,24,15,15,71,20,3,7,7,11,6,7,7,11,15,10,10,81,21,16,49,73,23,18,14,34,59,5,55,45,23,16,8,37,5,8,25,70,78,83,49,2,14,42,5,42,42,9,5,37,13,13,9,9,5,15,36,24,10,65,50,17,347
2014-04-07/2014-04-13,11,58,63,37,32,51,43,24,18,6,9,9,47,3,5,42,11,48,9,44,9,47,14,40,8,24,25,5,2,1,6,9,15,8,14,7,19,12,2,2,2,11,5,14,18,7,14,17,10,2,0,2,4,5,2,6,9,20,20,19,59,26,17,15,12,7,6,9,19,18,17,69,16,3,11,11,11,6,6,6,13,22,9,8,80,21,21,47,72,16,8,10,47,58,6,53,45,18,11,9,35,5,8,25,71,77,84,48,2,17,41,4,36,46,7,4,34,12,17,5,5,7,11,33,26,9,65,47,13,297
2014-04-14/2014-04-20,9,59,62,30,31,47,40,21,13,9,10,8,41,2,5,38,10,37,8,51,5,41,15,40,6,21,23,5,2,3,5,8,15,8,15,7,18,11,2,2,2,6,7,11,13,10,19,19,10,2,1,2,4,4,3,9,10,14,17,13,56,24,16,13,11,7,5,8,19,13,12,63,14,3,6,11,9,7,6,6,13,15,10,8,71,16,13,48,69,15,8,10,37,57,5,41,47,21,11,7,33,4,6,22,67,73,79,46,2,21,39,4,47,46,6,4,30,13,14,3,9,7,16,32,26,10,58,45,11,251
2014-04-21/2014-04-27,9,50,63,26,28,45,42,23,14,9,7,7,40,2,4,46,11,46,9,48,5,40,15,38,6,23,25,5,1,5,5,7,14,6,15,9,17,10,2,1,1,10,3,12,14,8,17,15,13,2,1,2,3,4,4,9,7,12,17,14,60,23,15,12,10,4,5,8,16,12,10,74,14,2,3,11,9,6,4,4,12,20,11,7,79,14,12,41,68,15,8,8,38,55,4,47,45,14,8,6,32,5,8,23,69,73,79,42,2,17,37,4,46,43,7,4,29,9,11,6,8,6,14,37,26,11,63,46,8,206
2014-04-28/2014-05-04,8,55,61,30,27,45,38,19,14,6,8,5,36,2,4,44,6,39,6,45,8,36,12,39,6,20,19,4,1,3,3,5,12,6,12,9,15,9,1,1,1,9,3,11,14,9,13,14,9,2,0,2,3,4,3,6,8,8,10,15,59,22,12,11,9,4,3,7,9,13,11,76,11,2,6,6,8,4,4,3,11,20,7,5,76,15,12,41,70,15,12,9,36,55,4,37,35,16,12,6,30,4,6,22,63,75,79,42,2,14,35,3,44,43,7,3,27,11,12,6,8,6,14,35,25,7,58,43,8,157
2014-05-05/2014-05-11,8,49,59,25,28,41,33,15,12,2,5,5,37,2,4,43,9,45,4,35,6,37,12,37,5,15,21,3,1,2,3,5,10,5,12,6,17,8,2,1,1,3,2,9,12,8,21,13,9,2,0,2,3,3,4,2,5,8,12,16,60,22,10,8,8,4,4,6,16,11,13,68,13,2,3,11,8,3,6,7,9,15,6,6,75,13,7,39,65,12,8,6,33,52,3,37,38,19,13,6,29,3,5,21,64,74,80,39,1,13,33,3,43,41,7,3,26,10,11,6,8,4,12,33,28,6,53,44,7,126
2014-05-12/2014-05-18,7,47,60,32,31,39,32,16,9,5,7,5,39,2,3,34,7,49,6,36,5,39,11,42,7,16,16,4,1,1,3,5,9,4,11,4,13,7,1,1,1,6,4,8,9,4,14,12,6,1,0,1,2,3,3,5,7,7,12,10,58,20,10,9,7,4,5,7,10,8,7,64,10,2,6,3,7,3,3,5,8,16,7,5,70,11,11,40,60,10,4,5,34,48,5,32,39,14,10,5,27,3,4,19,61,73,77,33,1,10,29,2,52,40,6,3,29,6,9,4,4,3,15,33,24,7,56,44,5,104
2014-05-19/2014-05-25,6,48,53,22,25,40,30,17,8,3,6,4,38,2,2,41,7,43,4,48,4,38,9,36,6,17,12,3,1,2,2,4,9,5,9,5,13,7,1,1,1,3,3,9,8,4,11,13,9,1,1,1,2,3,4,3,6,8,9,15,58,21,10,9,7,3,2,6,11,8,8,54,11,1,2,5,6,2,2,3,7,9,6,5,65,14,12,37,63,12,9,5,32,46,4,42,41,14,5,6,29,3,4,23,63,74,78,37,1,11,27,2,38,41,5,3,31,6,6,4,5,5,10,28,23,6,53,37,6,80
2014-05-26/2014-06-01,5,42,51,23,24,38,33,15,6,6,5,4,34,1,2,31,4,43,4,36,6,34,9,34,3,15,16,3,1,1,3,4,8,5,9,4,12,6,0,1,1,4,2,6,6,5,15,11,8,1,0,1,2,2,4,6,5,9,11,11,60,21,8,8,6,3,2,5,11,9,8,56,7,2,2,4,5,4,5,4,6,10,5,4,62,10,6,38,57,11,7,4,23,45,3,35,35,12,9,2,27,3,4,21,58,67,72,31,1,8,28,2,31,40,4,2,27,6,6,3,3,3,6,22,23,5,48,38,7,61
2014-06-02/2014-06-08,4,44,51,32,24,36,32,15,9,7,6,3,33,2,2,36,4,44,7,35,2,33,8,40,3,15,17,3,1,1,1,3,8,3,8,4,9,5,0,0,1,4,5,6,9,2,9,9,5,1,0,1,2,2,3,7,6,7,9,9,57,21,7,6,5,2,2,4,8,4,7,48,8,2,1,9,4,4,2,2,4,11,4,3,64,7,5,39,58,11,6,6,26,44,3,32,38,8,5,6,27,2,3,20,58,64,70,31,1,7,25,2,45,40,3,2,32,6,4,4,8,3,11,25,24,4,48,36,6,47
2014-06-09/2014-06-15,3,32,48,22,24,31,28,11,6,3,3,2,28,1,2,33,3,27,4,32,1,29,8,31,4,11,16,3,1,2,3,2,7,3,8,6,11,4,0,1,1,5,2,5,6,3,13,8,7,1,1,1,2,2,2,3,3,8,11,6,52,18,7,5,4,1,1,3,5,6,6,44,7,1,3,3,3,4,4,3,5,9,3,2,67,7,2,28,72,8,4,3,23,40,4,40,34,8,3,5,25,1,3,18,53,58,64,27,1,5,24,2,39,35,4,2,21,6,5,4,6,4,5,28,26,3,47,35,4,33
2014-06-16/2014-06-22,3,39,48,25,22,30,27,13,5,6,5,3,28,2,2,39,3,36,4,34,3,28,9,26,2,13,12,3,1,1,2,3,7,3,9,4,13,4,0,0,0,11,4,6,5,5,10,9,6,1,0,1,2,2,2,6,5,3,8,3,55,19,6,5,4,2,1,4,10,6,5,45,7,1,2,5,3,1,2,1,4,8,2,3,64,8,4,33,59,9,7,3,26,39,4,32,30,9,4,4,23,2,3,17,54,59,65,27,1,8,21,1,32,33,3,2,27,5,6,4,6,2,6,29,17,2,42,33,8,27
2014-06-23/2014-06-29,3,35,47,26,26,28,30,12,8,4,4,3,26,2,2,27,2,37,3,29,4,26,8,33,3,12,15,3,1,3,3,3,5,2,8,4,9,4,1,1,1,9,1,7,7,4,11,7,7,1,1,1,1,2,1,4,4,7,9,3,55,21,7,4,4,2,1,3,8,5,3,39,6,1,1,5,3,2,2,3,3,8,4,2,68,8,6,35,53,8,7,4,19,38,2,42,38,9,9,3,23,2,3,18,51,55,61,27,1,7,24,1,38,32,3,2,29,3,2,1,3,2,5,31,19,4,46,31,8,19
2014-06-30/2014-07-06,3,36,45,21,25,26,25,11,9,3,6,3,23,2,2,24,2,31,4,26,3,23,6,32,3,11,13,2,1,1,2,3,5,4,6,2,9,4,1,1,1,4,1,5,9,4,5,7,7,1,0,1,1,2,2,3,6,4,5,8,55,22,6,4,4,2,2,3,4,6,6,44,5,1,2,3,3,1,2,2,3,5,4,2,62,5,4,35,51,6,4,3,19,36,5,33,35,9,6,3,22,2,2,15,48,53,57,21,1,4,19,1,31,32,2,2,25,5,4,3,6,1,4,22,17,4,36,32,4,22
2014-07-07/2014-07-13,3,34,47,18,22,27,27,10,5,3,4,3,24,1,2,34,5,38,5,34,3,24,8,26,4,10,12,3,1,2,2,3,5,2,8,2,9,3,1,0,0,4,1,4,5,3,12,5,7,1,0,1,1,2,1,3,4,6,7,8,53,20,5,3,3,1,2,2,8,6,3,41,4,1,3,2,3,1,1,1,3,7,4,3,65,6,4,33,52,9,4,3,18,39,3,40,33,5,2,2,21,2,2,18,51,55,59,25,1,3,22,1,36,30,3,2,28,4,5,5,5,2,4,28,20,4,39,31,3,19
2014-07-14/2014-07-20,3,31,47,28,20,25,27,12,4,3,5,2,21,2,3,35,4,38,4,25,3,21,7,33,2,12,12,3,1,2,1,2,5,2,7,2,11,3,0,0,0,5,3,4,4,3,7,6,8,1,1,1,1,1,3,3,5,4,7,5,51,22,4,3,3,1,1,2,7,5,3,44,8,1,2,2,3,3,1,1,2,6,3,2,64,6,6,35,55,7,7,3,20,37,2,29,33,6,6,3,22,1,2,18,49,52,58,18,1,3,21,1,37,30,2,1,27,5,5,3,4,1,2,28,20,3,42,30,5,14
2014-07-21/2014-07-27,4,27,48,29,21,26,28,10,5,3,5,2,19,1,1,26,1,37,5,28,2,19,7,34,3,10,9,2,1,1,3,2,5,2,7,2,10,3,0,0,0,5,2,5,5,2,10,6,5,0,0,1,2,2,2,3,5,4,3,7,50,22,4,3,3,2,2,3,3,6,6,44,5,1,1,3,4,1,1,2,2,5,2,2,61,7,5,38,56,8,6,4,16,36,4,26,32,4,8,3,23,2,2,16,50,52,58,23,1,4,20,1,35,30,2,2,21,3,4,3,9,2,5,21,17,2,41,30,3,14
2014-07-28/2014-08-03,3,30,46,31,24,24,25,11,6,3,4,2,19,1,2,19,4,37,8,31,2,19,8,34,4,12,10,4,1,1,2,2,5,1,8,3,8,3,1,0,0,5,2,6,6,2,8,6,5,1,1,1,1,2,2,3,4,4,8,8,53,21,4,3,3,2,2,3,6,3,3,43,7,0,1,3,3,1,2,3,2,7,3,3,63,5,5,37,51,10,4,3,17,37,2,30,29,8,4,2,21,2,3,14,50,50,56,23,1,2,18,1,28,29,3,2,35,4,5,3,4,2,8,27,21,3,42,30,3,18
2014-08-04/2014-08-10,3,33,46,32,20,26,29,13,8,3,5,2,19,1,1,29,4,37,7,28,2,19,8,33,5,13,10,3,1,1,3,2,5,3,8,5,11,4,0,1,0,4,3,6,8,5,12,7,8,0,1,1,2,2,2,3,5,2,5,5,51,23,5,2,4,2,2,3,5,6,6,51,6,1,2,4,3,2,3,2,2,5,2,3,63,7,9,35,53,8,5,3,26,37,3,26,31,9,4,3,23,2,4,16,52,51,57,24,1,3,21,2,39,31,3,2,30,5,6,4,3,3,2,28,17,2,38,30,7,18
2014-08-11/2014-08-17,2,32,46,25,24,27,27,15,8,8,4,3,18,1,2,33,4,36,5,24,2,18,7,35,3,15,11,4,1,1,2,3,6,1,7,4,11,4,1,0,0,4,2,5,8,4,12,7,11,1,1,1,1,2,3,8,4,3,4,6,47,19,5,3,4,1,1,2,5,5,2,35,7,1,1,4,2,1,3,3,3,6,1,2,62,5,4,37,51,11,4,3,17,38,1,26,33,9,4,4,22,3,4,16,51,48,56,23,1,3,20,1,30,30,2,2,24,4,3,1,3,2,2,26,16,1,40,31,5,14
2014-08-18/2014-08-24,3,29,53,36,16,28,31,14,8,3,4,3,21,2,2,26,2,42,6,33,5,21,8,34,3,14,13,4,1,1,2,3,6,3,8,4,11,4,1,1,1,7,3,6,8,2,12,8,5,1,1,1,2,2,1,3,4,4,7,7,51,19,5,3,4,1,1,3,6,7,5,54,5,1,4,3,3,1,3,3,3,10,3,2,63,8,5,43,58,8,3,4,23,41,2,23,33,8,9,4,24,2,2,19,56,53,58,22,1,1,21,1,32,32,3,2,28,7,7,2,4,3,5,27,22,3,44,30,5,18
2014-08-25/2014-08-31,3,39,59,31,21,31,32,20,11,4,7,2,22,2,3,24,4,41,7,37,1,22,8,27,7,20,14,5,1,1,3,2,6,3,8,5,13,5,1,0,0,4,3,7,11,4,14,9,9,1,1,1,2,2,3,4,7,5,9,5,53,20,5,4,5,2,2,3,10,5,5,61,8,0,1,6,3,1,1,2,3,8,5,2,66,11,6,44,65,12,2,4,24,43,2,22,24,9,4,4,25,2,3,17,56,55,61,28,1,4,24,2,43,36,3,2,24,4,4,3,4,2,5,27,20,5,49,35,6,26
2014-09-01/2014-09-07,4,38,63,31,26,34,38,21,10,8,11,3,27,2,2,27,3,46,4,38,2,27,9,31,4,21,15,6,2,2,3,3,8,2,9,3,13,5,1,0,0,7,2,9,10,3,19,12,10,1,1,1,2,2,1,8,11,5,13,10,49,19,6,4,5,1,1,4,12,7,5,71,6,1,1,3,4,2,2,2,5,16,3,2,66,9,7,51,67,13,6,6,28,46,3,42,39,12,7,4,29,3,4,19,58,58,61,30,1,4,28,2,39,33,4,2,30,6,5,4,4,2,6,36,20,3,44,36,8,38
2014-09-08/2014-09-14,6,45,69,41,28,37,43,27,13,3,10,3,26,2,3,35,7,42,7,40,4,26,10,30,5,27,15,9,4,3,2,3,9,4,10,4,15,7,4,1,0,15,4,12,13,4,14,11,9,1,1,1,3,2,2,3,10,9,10,7,49,21,9,5,7,3,2,3,10,9,8,75,8,1,3,6,6,3,3,3,5,14,5,3,71,13,12,55,71,14,8,8,20,52,4,34,29,10,6,21,29,3,4,22,61,59,65,30,1,8,30,2,52,38,8,3,31,7,11,4,5,4,9,30,24,5,100,42,8,45
