Date,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
02/03/2015 07:00:00 PM,125,43,82
02/03/2015 08:00:00 PM,69,23,46
02/03/2015 09:00:00 PM,50,24,26
02/03/2015 10:00:00 PM,25,12,13
02/03/2015 11:00:00 PM,22,7,15
02/04/2015 12:00:00 AM,7,2,5
02/04/2015 01:00:00 AM,6,4,2
02/04/2015 02:00:00 AM,0,0,0
02/04/2015 03:00:00 AM,1,0,1
02/04/2015 04:00:00 AM,6,5,1
02/04/2015 05:00:00 AM,38,25,13
02/04/2015 06:00:00 AM,94,66,28
02/04/2015 07:00:00 AM,195,183,12
02/04/2015 08:00:00 AM,280,280,0
02/04/2015 09:00:00 AM,179,179,0
02/04/2015 10:00:00 AM,60,60,0
02/04/2015 11:00:00 AM,41,41,0
02/04/2015 12:00:00 PM,54,54,0
02/04/2015 01:00:00 PM,57,57,0
02/04/2015 02:00:00 PM,63,61,2
02/04/2015 03:00:00 PM,92,54,38
02/04/2015 04:00:00 PM,164,66,98
02/04/2015 05:00:00 PM,393,116,277
02/04/2015 06:00:00 PM,265,74,191
02/04/2015 07:00:00 PM,112,32,80
02/04/2015 08:00:00 PM,69,26,43
02/04/2015 09:00:00 PM,42,21,21
02/04/2015 10:00:00 PM,17,9,8
02/04/2015 11:00:00 PM,16,9,7
02/05/2015 12:00:00 AM,4,2,2
02/05/2015 01:00:00 AM,5,4,1
02/05/2015 02:00:00 AM,1,0,1
02/05/2015 03:00:00 AM,3,1,2
02/05/2015 04:00:00 AM,4,3,1
02/05/2015 05:00:00 AM,22,17,5
02/05/2015 06:00:00 AM,63,39,24
02/05/2015 07:00:00 AM,135,129,6
02/05/2015 08:00:00 AM,223,223,0
02/05/2015 09:00:00 AM,145,145,0
02/05/2015 10:00:00 AM,39,39,0
02/05/2015 11:00:00 AM,35,35,0
02/05/2015 12:00:00 PM,38,38,0
02/05/2015 01:00:00 PM,27,27,0
02/05/2015 02:00:00 PM,43,29,14
02/05/2015 03:00:00 PM,55,25,30
02/05/2015 04:00:00 PM,130,56,74
02/05/2015 05:00:00 PM,253,87,166
02/05/2015 06:00:00 PM,219,73,146
02/05/2015 07:00:00 PM,112,32,80
02/05/2015 08:00:00 PM,55,22,33
02/05/2015 09:00:00 PM,39,15,24
02/05/2015 10:00:00 PM,18,8,10
02/05/2015 11:00:00 PM,26,17,9
02/06/2015 12:00:00 AM,5,2,3
02/06/2015 01:00:00 AM,1,1,0
02/06/2015 02:00:00 AM,1,1,0
02/06/2015 03:00:00 AM,3,1,2
02/06/2015 04:00:00 AM,5,2,3
02/06/2015 05:00:00 AM,21,13,8
02/06/2015 06:00:00 AM,62,38,24
02/06/2015 07:00:00 AM,111,102,9
02/06/2015 08:00:00 AM,212,212,0
02/06/2015 09:00:00 AM,121,118,3
02/06/2015 10:00:00 AM,52,52,0
02/06/2015 11:00:00 AM,29,29,0
02/06/2015 12:00:00 PM,15,14,1
02/06/2015 01:00:00 PM,38,26,12
02/06/2015 02:00:00 PM,49,29,20
02/06/2015 03:00:00 PM,54,28,26
02/06/2015 04:00:00 PM,134,51,83
02/06/2015 05:00:00 PM,298,90,208
02/06/2015 06:00:00 PM,205,71,134
02/06/2015 07:00:00 PM,84,25,59
02/06/2015 08:00:00 PM,31,11,20
02/06/2015 09:00:00 PM,33,15,18
02/06/2015 10:00:00 PM,22,9,13
02/06/2015 11:00:00 PM,25,14,11
02/07/2015 12:00:00 AM,13,6,7
02/07/2015 01:00:00 AM,8,4,4
02/07/2015 02:00:00 AM,7,4,3
02/07/2015 03:00:00 AM,5,3,2
02/07/2015 04:00:00 AM,1,0,1
02/07/2015 05:00:00 AM,10,8,2
02/07/2015 06:00:00 AM,16,5,11
02/07/2015 07:00:00 AM,18,8,10
02/07/2015 08:00:00 AM,28,18,10
02/07/2015 09:00:00 AM,26,11,15
02/07/2015 10:00:00 AM,32,23,9
02/07/2015 11:00:00 AM,53,34,19
02/07/2015 12:00:00 PM,48,27,21
02/07/2015 01:00:00 PM,39,26,13
02/07/2015 02:00:00 PM,80,46,34
02/07/2015 03:00:00 PM,62,37,25
02/07/2015 04:00:00 PM,42,19,23
02/07/2015 05:00:00 PM,32,12,20
02/07/2015 06:00:00 PM,40,20,20
02/07/2015 07:00:00 PM,19,9,10
02/07/2015 08:00:00 PM,16,3,13
02/07/2015 09:00:00 PM,11,6,5
02/07/2015 10:00:00 PM,7,3,4
02/07/2015 11:00:00 PM,16,7,9
02/08/2015 12:00:00 AM,2,0,2
02/08/2015 01:00:00 AM,3,2,1
02/08/2015 02:00:00 AM,3,1,2
02/08/2015 03:00:00 AM,2,2,0
02/08/2015 04:00:00 AM,3,2,1
02/08/2015 05:00:00 AM,3,1,2
02/08/2015 06:00:00 AM,12,6,6
02/08/2015 07:00:00 AM,14,7,7
02/08/2015 08:00:00 AM,59,44,15
02/08/2015 09:00:00 AM,105,70,35
02/08/2015 10:00:00 AM,136,71,65
02/08/2015 11:00:00 AM,158,90,68
02/08/2015 12:00:00 PM,181,95,86
02/08/2015 01:00:00 PM,180,98,82
02/08/2015 02:00:00 PM,182,101,81
02/08/2015 03:00:00 PM,143,69,74
02/08/2015 04:00:00 PM,120,69,51
02/08/2015 05:00:00 PM,89,50,39
02/08/2015 06:00:00 PM,36,20,16
02/08/2015 07:00:00 PM,33,17,16
02/08/2015 08:00:00 PM,25,11,14
02/08/2015 09:00:00 PM,15,4,11
02/08/2015 10:00:00 PM,9,4,5
02/08/2015 11:00:00 PM,9,6,3
02/09/2015 12:00:00 AM,1,1,0
02/09/2015 01:00:00 AM,4,2,2
02/09/2015 02:00:00 AM,1,0,1
02/09/2015 03:00:00 AM,2,1,1
02/09/2015 04:00:00 AM,11,5,6
02/09/2015 05:00:00 AM,30,17,13
02/09/2015 06:00:00 AM,102,63,39
02/09/2015 07:00:00 AM,209,127,82
02/09/2015 08:00:00 AM,233,1,232
02/09/2015 09:00:00 AM,129,1,128
02/09/2015 10:00:00 AM,55,2,53
02/09/2015 11:00:00 AM,38,0,38
02/09/2015 12:00:00 PM,28,0,28
02/09/2015 01:00:00 PM,28,0,28
02/09/2015 02:00:00 PM,52,21,31
02/09/2015 03:00:00 PM,94,44,50
02/09/2015 04:00:00 PM,182,74,108
02/09/2015 05:00:00 PM,382,104,278
02/09/2015 06:00:00 PM,298,98,200
02/09/2015 07:00:00 PM,103,31,72
02/09/2015 08:00:00 PM,62,18,44
02/09/2015 09:00:00 PM,27,8,19
02/09/2015 10:00:00 PM,17,9,8
02/09/2015 11:00:00 PM,16,4,12
02/10/2015 12:00:00 AM,7,2,5
02/10/2015 01:00:00 AM,6,4,2
02/10/2015 02:00:00 AM,2,1,1
02/10/2015 03:00:00 AM,2,1,1
02/10/2015 04:00:00 AM,5,1,4
02/10/2015 05:00:00 AM,35,26,9
02/10/2015 06:00:00 AM,97,66,31
02/10/2015 07:00:00 AM,190,190,0
02/10/2015 08:00:00 AM,319,210,109
02/10/2015 09:00:00 AM,138,1,137
02/10/2015 10:00:00 AM,66,0,66
02/10/2015 11:00:00 AM,55,27,28
02/10/2015 12:00:00 PM,45,45,0
02/10/2015 01:00:00 PM,77,63,14
02/10/2015 02:00:00 PM,89,48,41
02/10/2015 03:00:00 PM,103,38,65
02/10/2015 04:00:00 PM,221,95,126
02/10/2015 05:00:00 PM,395,120,275
02/10/2015 06:00:00 PM,332,113,219
02/10/2015 07:00:00 PM,161,48,113
02/10/2015 08:00:00 PM,71,36,35
02/10/2015 09:00:00 PM,51,23,28
02/10/2015 10:00:00 PM,21,6,15
02/10/2015 11:00:00 PM,28,12,16
02/11/2015 12:00:00 AM,12,3,9
02/11/2015 01:00:00 AM,2,2,0
02/11/2015 02:00:00 AM,3,2,1
02/11/2015 03:00:00 AM,2,1,1
02/11/2015 04:00:00 AM,4,1,3
02/11/2015 05:00:00 AM,28,20,8
02/11/2015 06:00:00 AM,114,72,42
02/11/2015 07:00:00 AM,216,208,8
02/11/2015 08:00:00 AM,363,363,0
02/11/2015 09:00:00 AM,172,172,0
02/11/2015 10:00:00 AM,79,79,0
02/11/2015 11:00:00 AM,66,66,0
02/11/2015 12:00:00 PM,64,64,0
02/11/2015 01:00:00 PM,66,66,0
02/11/2015 02:00:00 PM,73,49,24
02/11/2015 03:00:00 PM,102,61,41
02/11/2015 04:00:00 PM,225,89,136
02/11/2015 05:00:00 PM,508,157,351
02/11/2015 06:00:00 PM,350,97,253
02/11/2015 07:00:00 PM,166,51,115
02/11/2015 08:00:00 PM,84,30,54
02/11/2015 09:00:00 PM,51,19,32
02/11/2015 10:00:00 PM,36,15,21
02/11/2015 11:00:00 PM,22,7,15
02/12/2015 12:00:00 AM,10,2,8
02/12/2015 01:00:00 AM,2,1,1
02/12/2015 02:00:00 AM,6,1,5
02/12/2015 03:00:00 AM,4,1,3
02/12/2015 04:00:00 AM,7,5,2
02/12/2015 05:00:00 AM,27,17,10
02/12/2015 06:00:00 AM,85,48,37
02/12/2015 07:00:00 AM,198,196,2
02/12/2015 08:00:00 AM,343,342,1
02/12/2015 09:00:00 AM,237,234,3
02/12/2015 10:00:00 AM,76,76,0
02/12/2015 11:00:00 AM,71,68,3
02/12/2015 12:00:00 PM,44,41,3
02/12/2015 01:00:00 PM,60,59,1
02/12/2015 02:00:00 PM,65,52,13
02/12/2015 03:00:00 PM,129,56,73
02/12/2015 04:00:00 PM,221,94,127
02/12/2015 05:00:00 PM,427,151,276
02/12/2015 06:00:00 PM,316,96,220
02/12/2015 07:00:00 PM,175,60,115
02/12/2015 08:00:00 PM,84,26,58
02/12/2015 09:00:00 PM,44,24,20
02/12/2015 10:00:00 PM,41,23,18
02/12/2015 11:00:00 PM,25,6,19
02/13/2015 12:00:00 AM,11,4,7
02/13/2015 01:00:00 AM,3,1,2
02/13/2015 02:00:00 AM,1,1,0
02/13/2015 03:00:00 AM,4,1,3
02/13/2015 04:00:00 AM,4,3,1
02/13/2015 05:00:00 AM,23,16,7
02/13/2015 06:00:00 AM,85,52,33
02/13/2015 07:00:00 AM,183,173,10
02/13/2015 08:00:00 AM,284,284,0
02/13/2015 09:00:00 AM,180,180,0
02/13/2015 10:00:00 AM,80,80,0
02/13/2015 11:00:00 AM,65,65,0
02/13/2015 12:00:00 PM,60,60,0
02/13/2015 01:00:00 PM,67,67,0
02/13/2015 02:00:00 PM,77,65,12
02/13/2015 03:00:00 PM,167,75,92
02/13/2015 04:00:00 PM,225,97,128
02/13/2015 05:00:00 PM,400,132,268
02/13/2015 06:00:00 PM,275,97,178
02/13/2015 07:00:00 PM,118,47,71
02/13/2015 08:00:00 PM,51,24,27
02/13/2015 09:00:00 PM,43,19,24
02/13/2015 10:00:00 PM,26,16,10
02/13/2015 11:00:00 PM,27,8,19
02/14/2015 12:00:00 AM,15,7,8
02/14/2015 01:00:00 AM,12,1,11
02/14/2015 02:00:00 AM,5,3,2
02/14/2015 03:00:00 AM,9,6,3
02/14/2015 04:00:00 AM,5,1,4
02/14/2015 05:00:00 AM,9,7,2
02/14/2015 06:00:00 AM,14,6,8
02/14/2015 07:00:00 AM,18,13,5
02/14/2015 08:00:00 AM,59,35,24
02/14/2015 09:00:00 AM,75,50,25
02/14/2015 10:00:00 AM,96,58,38
02/14/2015 11:00:00 AM,110,67,43
02/14/2015 12:00:00 PM,100,46,54
02/14/2015 01:00:00 PM,149,93,56
02/14/2015 02:00:00 PM,163,85,78
02/14/2015 03:00:00 PM,171,95,76
02/14/2015 04:00:00 PM,150,73,77
02/14/2015 05:00:00 PM,124,68,56
02/14/2015 06:00:00 PM,64,30,34
02/14/2015 07:00:00 PM,40,18,22
02/14/2015 08:00:00 PM,29,13,16
02/14/2015 09:00:00 PM,18,6,12
02/14/2015 10:00:00 PM,18,8,10
02/14/2015 11:00:00 PM,12,5,7
02/15/2015 12:00:00 AM,14,5,9
02/15/2015 01:00:00 AM,5,3,2
02/15/2015 02:00:00 AM,8,6,2
02/15/2015 03:00:00 AM,3,2,1
02/15/2015 04:00:00 AM,1,0,1
02/15/2015 05:00:00 AM,1,1,0
02/15/2015 06:00:00 AM,10,5,5
02/15/2015 07:00:00 AM,13,8,5
02/15/2015 08:00:00 AM,59,32,27
02/15/2015 09:00:00 AM,85,46,39
02/15/2015 10:00:00 AM,115,70,45
02/15/2015 11:00:00 AM,152,90,62
02/15/2015 12:00:00 PM,210,124,86
02/15/2015 01:00:00 PM,201,134,67
02/15/2015 02:00:00 PM,257,112,145
02/15/2015 03:00:00 PM,231,115,116
02/15/2015 04:00:00 PM,181,102,79
02/15/2015 05:00:00 PM,123,67,56
02/15/2015 06:00:00 PM,65,32,33
02/15/2015 07:00:00 PM,34,19,15
02/15/2015 08:00:00 PM,33,17,16
02/15/2015 09:00:00 PM,9,4,5
02/15/2015 10:00:00 PM,13,6,7
02/15/2015 11:00:00 PM,13,1,12
02/16/2015 12:00:00 AM,11,3,8
02/16/2015 01:00:00 AM,5,1,4
02/16/2015 02:00:00 AM,3,1,2
02/16/2015 03:00:00 AM,1,0,1
02/16/2015 04:00:00 AM,5,4,1
02/16/2015 05:00:00 AM,22,15,7
02/16/2015 06:00:00 AM,50,33,17
02/16/2015 07:00:00 AM,105,82,23
02/16/2015 08:00:00 AM,190,137,53
02/16/2015 09:00:00 AM,161,104,57
02/16/2015 10:00:00 AM,116,75,41
02/16/2015 11:00:00 AM,113,59,54
02/16/2015 12:00:00 PM,92,51,41
02/16/2015 01:00:00 PM,166,105,61
02/16/2015 02:00:00 PM,185,113,72
02/16/2015 03:00:00 PM,148,72,76
02/16/2015 04:00:00 PM,204,96,108
02/16/2015 05:00:00 PM,254,88,166
02/16/2015 06:00:00 PM,208,85,123
02/16/2015 07:00:00 PM,71,24,47
02/16/2015 08:00:00 PM,41,13,28
02/16/2015 09:00:00 PM,32,11,21
02/16/2015 10:00:00 PM,16,4,12
02/16/2015 11:00:00 PM,12,4,8
02/17/2015 12:00:00 AM,9,1,8
02/17/2015 01:00:00 AM,1,0,1
02/17/2015 02:00:00 AM,4,1,3
02/17/2015 03:00:00 AM,0,0,0
02/17/2015 04:00:00 AM,8,5,3
02/17/2015 05:00:00 AM,31,24,7
02/17/2015 06:00:00 AM,86,64,22
02/17/2015 07:00:00 AM,195,194,1
02/17/2015 08:00:00 AM,340,340,0
02/17/2015 09:00:00 AM,187,187,0
02/17/2015 10:00:00 AM,91,91,0
02/17/2015 11:00:00 AM,72,72,0
02/17/2015 12:00:00 PM,77,77,0
02/17/2015 01:00:00 PM,95,95,0
02/17/2015 02:00:00 PM,110,79,31
02/17/2015 03:00:00 PM,154,73,81
02/17/2015 04:00:00 PM,278,115,163
02/17/2015 05:00:00 PM,452,164,288
02/17/2015 06:00:00 PM,398,136,262
02/17/2015 07:00:00 PM,151,63,88
02/17/2015 08:00:00 PM,67,24,43
02/17/2015 09:00:00 PM,50,20,30
02/17/2015 10:00:00 PM,31,9,22
02/17/2015 11:00:00 PM,32,5,27
02/18/2015 12:00:00 AM,6,3,3
02/18/2015 01:00:00 AM,5,2,3
02/18/2015 02:00:00 AM,2,2,0
02/18/2015 03:00:00 AM,1,1,0
02/18/2015 04:00:00 AM,5,3,2
02/18/2015 05:00:00 AM,33,24,9
02/18/2015 06:00:00 AM,115,83,32
02/18/2015 07:00:00 AM,211,200,11
02/18/2015 08:00:00 AM,336,336,0
02/18/2015 09:00:00 AM,176,175,1
02/18/2015 10:00:00 AM,84,84,0
02/18/2015 11:00:00 AM,58,58,0
02/18/2015 12:00:00 PM,47,47,0
02/18/2015 01:00:00 PM,154,152,2
02/18/2015 02:00:00 PM,119,111,8
02/18/2015 03:00:00 PM,108,55,53
02/18/2015 04:00:00 PM,221,92,129
02/18/2015 05:00:00 PM,500,170,330
02/18/2015 06:00:00 PM,374,113,261
02/18/2015 07:00:00 PM,159,49,110
02/18/2015 08:00:00 PM,79,36,43
02/18/2015 09:00:00 PM,59,27,32
02/18/2015 10:00:00 PM,58,24,34
02/18/2015 11:00:00 PM,17,7,10
02/19/2015 12:00:00 AM,4,2,2
02/19/2015 01:00:00 AM,3,3,0
02/19/2015 02:00:00 AM,6,1,5
02/19/2015 03:00:00 AM,3,2,1
02/19/2015 04:00:00 AM,9,7,2
02/19/2015 05:00:00 AM,25,17,8
02/19/2015 06:00:00 AM,97,64,33
02/19/2015 07:00:00 AM,175,167,8
02/19/2015 08:00:00 AM,290,290,0
02/19/2015 09:00:00 AM,159,159,0
02/19/2015 10:00:00 AM,81,80,1
02/19/2015 11:00:00 AM,49,49,0
02/19/2015 12:00:00 PM,29,29,0
02/19/2015 01:00:00 PM,32,31,1
02/19/2015 02:00:00 PM,46,39,7
02/19/2015 03:00:00 PM,77,34,43
02/19/2015 04:00:00 PM,166,70,96
02/19/2015 05:00:00 PM,375,114,261
02/19/2015 06:00:00 PM,306,101,205
02/19/2015 07:00:00 PM,129,44,85
02/19/2015 08:00:00 PM,63,22,41
02/19/2015 09:00:00 PM,45,20,25
02/19/2015 10:00:00 PM,35,15,20
02/19/2015 11:00:00 PM,17,6,11
02/20/2015 12:00:00 AM,14,8,6
02/20/2015 01:00:00 AM,8,0,8
02/20/2015 02:00:00 AM,1,0,1
02/20/2015 03:00:00 AM,0,0,0
02/20/2015 04:00:00 AM,5,3,2
02/20/2015 05:00:00 AM,19,14,5
02/20/2015 06:00:00 AM,81,57,24
02/20/2015 07:00:00 AM,128,29,99
02/20/2015 08:00:00 AM,199,1,198
02/20/2015 09:00:00 AM,141,0,141
02/20/2015 10:00:00 AM,70,0,70
02/20/2015 11:00:00 AM,39,0,39
02/20/2015 12:00:00 PM,47,2,45
02/20/2015 01:00:00 PM,60,0,60
02/20/2015 02:00:00 PM,70,29,41
02/20/2015 03:00:00 PM,111,56,55
02/20/2015 04:00:00 PM,183,70,113
02/20/2015 05:00:00 PM,375,109,266
02/20/2015 06:00:00 PM,241,76,165
02/20/2015 07:00:00 PM,102,40,62
02/20/2015 08:00:00 PM,43,17,26
02/20/2015 09:00:00 PM,24,7,17
02/20/2015 10:00:00 PM,28,9,19
02/20/2015 11:00:00 PM,28,12,16
02/21/2015 12:00:00 AM,20,7,13
02/21/2015 01:00:00 AM,10,3,7
02/21/2015 02:00:00 AM,6,6,0
02/21/2015 03:00:00 AM,3,1,2
02/21/2015 04:00:00 AM,2,2,0
02/21/2015 05:00:00 AM,4,2,2
02/21/2015 06:00:00 AM,22,10,12
02/21/2015 07:00:00 AM,21,5,16
02/21/2015 08:00:00 AM,66,43,23
02/21/2015 09:00:00 AM,70,43,27
02/21/2015 10:00:00 AM,108,69,39
02/21/2015 11:00:00 AM,133,76,57
02/21/2015 12:00:00 PM,152,100,52
02/21/2015 01:00:00 PM,168,104,64
02/21/2015 02:00:00 PM,176,103,73
02/21/2015 03:00:00 PM,197,86,111
02/21/2015 04:00:00 PM,160,69,91
02/21/2015 05:00:00 PM,121,71,50
02/21/2015 06:00:00 PM,86,41,45
02/21/2015 07:00:00 PM,44,19,25
02/21/2015 08:00:00 PM,36,20,16
02/21/2015 09:00:00 PM,19,8,11
02/21/2015 10:00:00 PM,14,4,10
02/21/2015 11:00:00 PM,13,6,7
02/22/2015 12:00:00 AM,15,6,9
02/22/2015 01:00:00 AM,3,3,0
02/22/2015 02:00:00 AM,6,4,2
02/22/2015 03:00:00 AM,0,0,0
02/22/2015 04:00:00 AM,4,3,1
02/22/2015 05:00:00 AM,2,1,1
02/22/2015 06:00:00 AM,25,16,9
02/22/2015 07:00:00 AM,83,69,14
02/22/2015 08:00:00 AM,95,71,24
02/22/2015 09:00:00 AM,97,56,41
02/22/2015 10:00:00 AM,101,47,54
02/22/2015 11:00:00 AM,160,93,67
02/22/2015 12:00:00 PM,195,121,74
02/22/2015 01:00:00 PM,167,89,78
02/22/2015 02:00:00 PM,212,106,106
02/22/2015 03:00:00 PM,197,89,108
02/22/2015 04:00:00 PM,152,66,86
02/22/2015 05:00:00 PM,134,68,66
02/22/2015 06:00:00 PM,93,45,48
02/22/2015 07:00:00 PM,29,9,20
02/22/2015 08:00:00 PM,19,7,12
02/22/2015 09:00:00 PM,14,5,9
02/22/2015 10:00:00 PM,10,4,6
02/22/2015 11:00:00 PM,7,2,5
02/23/2015 12:00:00 AM,3,2,1
02/23/2015 01:00:00 AM,3,1,2
02/23/2015 02:00:00 AM,2,1,1
02/23/2015 03:00:00 AM,3,1,2
02/23/2015 04:00:00 AM,7,5,2
02/23/2015 05:00:00 AM,32,25,7
02/23/2015 06:00:00 AM,98,65,33
02/23/2015 07:00:00 AM,226,220,6
02/23/2015 08:00:00 AM,348,347,1
02/23/2015 09:00:00 AM,194,194,0
02/23/2015 10:00:00 AM,80,80,0
02/23/2015 11:00:00 AM,72,72,0
02/23/2015 12:00:00 PM,55,55,0
02/23/2015 01:00:00 PM,66,66,0
02/23/2015 02:00:00 PM,79,79,0
02/23/2015 03:00:00 PM,135,66,69
02/23/2015 04:00:00 PM,262,107,155
02/23/2015 05:00:00 PM,512,162,350
02/23/2015 06:00:00 PM,362,107,255
02/23/2015 07:00:00 PM,173,59,114
02/23/2015 08:00:00 PM,83,24,59
02/23/2015 09:00:00 PM,41,20,21
02/23/2015 10:00:00 PM,26,10,16
02/23/2015 11:00:00 PM,19,7,12
02/24/2015 12:00:00 AM,8,2,6
02/24/2015 01:00:00 AM,5,3,2
02/24/2015 02:00:00 AM,6,3,3
02/24/2015 03:00:00 AM,3,0,3
02/24/2015 04:00:00 AM,4,2,2
02/24/2015 05:00:00 AM,35,23,12
02/24/2015 06:00:00 AM,105,73,32
02/24/2015 07:00:00 AM,245,236,9
02/24/2015 08:00:00 AM,418,418,0
02/24/2015 09:00:00 AM,188,188,0
02/24/2015 10:00:00 AM,75,75,0
02/24/2015 11:00:00 AM,74,69,5
02/24/2015 12:00:00 PM,79,0,79
02/24/2015 01:00:00 PM,90,0,90
02/24/2015 02:00:00 PM,105,17,88
02/24/2015 03:00:00 PM,131,54,77
02/24/2015 04:00:00 PM,261,108,153
02/24/2015 05:00:00 PM,538,162,376
02/24/2015 06:00:00 PM,361,126,235
02/24/2015 07:00:00 PM,153,52,101
02/24/2015 08:00:00 PM,73,37,36
02/24/2015 09:00:00 PM,54,24,30
02/24/2015 10:00:00 PM,33,14,19
02/24/2015 11:00:00 PM,22,7,15
02/25/2015 12:00:00 AM,11,2,9
02/25/2015 01:00:00 AM,4,3,1
02/25/2015 02:00:00 AM,4,2,2
02/25/2015 03:00:00 AM,0,0,0
02/25/2015 04:00:00 AM,7,6,1
02/25/2015 05:00:00 AM,34,24,10
02/25/2015 06:00:00 AM,108,68,40
02/25/2015 07:00:00 AM,190,180,10
02/25/2015 08:00:00 AM,349,349,0
02/25/2015 09:00:00 AM,193,193,0
02/25/2015 10:00:00 AM,65,64,1
02/25/2015 11:00:00 AM,48,47,1
02/25/2015 12:00:00 PM,43,43,0
02/25/2015 01:00:00 PM,40,37,3
02/25/2015 02:00:00 PM,47,47,0
02/25/2015 03:00:00 PM,96,73,23
02/25/2015 04:00:00 PM,167,60,107
02/25/2015 05:00:00 PM,392,124,268
02/25/2015 06:00:00 PM,316,101,215
02/25/2015 07:00:00 PM,119,43,76
02/25/2015 08:00:00 PM,70,26,44
02/25/2015 09:00:00 PM,52,23,29
02/25/2015 10:00:00 PM,23,8,15
02/25/2015 11:00:00 PM,18,4,14
02/26/2015 12:00:00 AM,7,5,2
02/26/2015 01:00:00 AM,3,2,1
02/26/2015 02:00:00 AM,1,0,1
02/26/2015 03:00:00 AM,3,1,2
02/26/2015 04:00:00 AM,7,5,2
02/26/2015 05:00:00 AM,21,12,9
02/26/2015 06:00:00 AM,83,60,23
02/26/2015 07:00:00 AM,198,185,13
02/26/2015 08:00:00 AM,285,285,0
02/26/2015 09:00:00 AM,171,171,0
02/26/2015 10:00:00 AM,69,69,0
02/26/2015 11:00:00 AM,42,42,0
02/26/2015 12:00:00 PM,50,50,0
02/26/2015 01:00:00 PM,48,48,0
02/26/2015 02:00:00 PM,58,50,8
02/26/2015 03:00:00 PM,76,37,39
02/26/2015 04:00:00 PM,172,63,109
02/26/2015 05:00:00 PM,359,121,238
02/26/2015 06:00:00 PM,314,102,212
02/26/2015 07:00:00 PM,135,37,98
02/26/2015 08:00:00 PM,64,24,40
02/26/2015 09:00:00 PM,46,21,25
02/26/2015 10:00:00 PM,29,8,21
02/26/2015 11:00:00 PM,15,4,11
02/27/2015 12:00:00 AM,5,1,4
02/27/2015 01:00:00 AM,2,1,1
02/27/2015 02:00:00 AM,2,2,0
02/27/2015 03:00:00 AM,1,0,1
02/27/2015 04:00:00 AM,3,2,1
02/27/2015 05:00:00 AM,23,12,11
02/27/2015 06:00:00 AM,83,64,19
02/27/2015 07:00:00 AM,103,19,84
02/27/2015 08:00:00 AM,167,2,165
02/27/2015 09:00:00 AM,116,3,113
02/27/2015 10:00:00 AM,65,0,65
02/27/2015 11:00:00 AM,28,0,28
02/27/2015 12:00:00 PM,36,0,36
02/27/2015 01:00:00 PM,32,0,32
02/27/2015 02:00:00 PM,65,25,40
02/27/2015 03:00:00 PM,76,30,46
02/27/2015 04:00:00 PM,166,70,96
02/27/2015 05:00:00 PM,300,104,196
02/27/2015 06:00:00 PM,233,82,151
02/27/2015 07:00:00 PM,99,35,64
02/27/2015 08:00:00 PM,39,11,28
02/27/2015 09:00:00 PM,50,33,17
02/27/2015 10:00:00 PM,25,14,11
02/27/2015 11:00:00 PM,19,9,10
02/28/2015 12:00:00 AM,23,13,10
02/28/2015 01:00:00 AM,12,5,7
02/28/2015 02:00:00 AM,3,2,1
02/28/2015 03:00:00 AM,3,2,1
02/28/2015 04:00:00 AM,1,0,1
02/28/2015 05:00:00 AM,4,2,2
02/28/2015 06:00:00 AM,20,8,12
02/28/2015 07:00:00 AM,37,18,19
02/28/2015 08:00:00 AM,74,39,35
02/28/2015 09:00:00 AM,111,61,50
02/28/2015 10:00:00 AM,135,74,61
02/28/2015 11:00:00 AM,167,109,58
02/28/2015 12:00:00 PM,182,92,90
02/28/2015 01:00:00 PM,215,113,102
02/28/2015 02:00:00 PM,235,134,101
02/28/2015 03:00:00 PM,215,113,102
02/28/2015 04:00:00 PM,187,107,80
02/28/2015 05:00:00 PM,136,67,69
02/28/2015 06:00:00 PM,96,47,49
02/28/2015 07:00:00 PM,50,23,27
02/28/2015 08:00:00 PM,44,23,21
02/28/2015 09:00:00 PM,19,14,5
02/28/2015 10:00:00 PM,24,15,9
02/28/2015 11:00:00 PM,25,8,17
03/01/2015 12:00:00 AM,37,21,16
03/01/2015 01:00:00 AM,4,2,2
03/01/2015 02:00:00 AM,9,5,4
03/01/2015 03:00:00 AM,2,2,0
03/01/2015 04:00:00 AM,1,0,1
03/01/2015 05:00:00 AM,1,0,1
03/01/2015 06:00:00 AM,12,4,8
03/01/2015 07:00:00 AM,13,7,6
03/01/2015 08:00:00 AM,62,41,21
03/01/2015 09:00:00 AM,133,88,45
03/01/2015 10:00:00 AM,164,115,49
03/01/2015 11:00:00 AM,188,105,83
03/01/2015 12:00:00 PM,189,103,86
03/01/2015 01:00:00 PM,205,100,105
03/01/2015 02:00:00 PM,162,91,71
03/01/2015 03:00:00 PM,172,96,76
03/01/2015 04:00:00 PM,151,72,79
03/01/2015 05:00:00 PM,114,71,43
03/01/2015 06:00:00 PM,56,36,20
03/01/2015 07:00:00 PM,36,23,13
03/01/2015 08:00:00 PM,19,5,14
03/01/2015 09:00:00 PM,17,7,10
03/01/2015 10:00:00 PM,15,4,11
03/01/2015 11:00:00 PM,10,5,5
03/02/2015 12:00:00 AM,7,4,3
03/02/2015 01:00:00 AM,4,1,3
03/02/2015 02:00:00 AM,3,3,0
03/02/2015 03:00:00 AM,4,2,2
03/02/2015 04:00:00 AM,4,2,2
